endocrine---endocrine	q-value: 0
schwann---schwann	p-value: 0.66866

stellate---endocrine	q-value: 0.66866

Ligand---Receptor	contribution
TIMP1---CD63	0.807479
CD63---TIMP1	0.035624
COL6A2---ITGB1	0.009405
DDR1---TTR	0.008072
INSR---INS	0.007763
ITGB1---SPP1	0.006722
COL6A1---ITGB1	0.006333
COL1A1---ITGB1	0.005044
ITGB1---TGM2	0.003637
APLP2---HLA-A	0.002756
SSTR2---SST	0.002472
CD44---SPP1	0.002174
COL6A3---ITGB1	0.002027
LRP1---SERPINA1	0.001997
INHBA---ACVR1	0.001884
INS---IGF1R	0.001808
CD44---VIM	0.001745
SST---SSTR1	0.001682
PTGIR---GNAS	0.001601
IDE---GCG	0.001589
TTR---DDR1	0.001527
ITGA5---SPP1	0.001507
IL11---IL6ST	0.001235
ITGB1---LAMC2	0.001235
COL1A1---DDR1	0.001167
TGM2---ITGB1	0.001140
ITGAV---SPP1	0.001131
COL18A1---ITGB1	0.001120
HLA-B---CANX	0.001068
COL3A1---ITGB1	0.001003
COL6A2---ITGA2	0.001001
INHBA---BAMBI	0.000971
SST---SSTR2	0.000950
LIF---IL6ST	0.000945
IDE---INS	0.000903
ITGB1---PLAUR	0.000761
COL1A2---ITGB1	0.000713
PLAUR---ITGB1	0.000666
ITGB1---LGALS3BP	0.000665
HLA-A---APLP2	0.000637
VEGFA---NRP1	0.000620
COL6A1---ITGA2	0.000619
GCG---DPP4	0.000604
INS---INSR	0.000591
PDGFRB---PDAP1	0.000587
COL1A1---CD44	0.000574
COL4A1---ITGB1	0.000560
MMP9---CD44	0.000529
THBS2---ITGB1	0.000512
ITGB1---CDH1	0.000504
VCAN---ITGB1	0.000460
DPP4---GCG	0.000458
CANX---HLA-B	0.000442
COL1A1---ITGA2	0.000425
IL6---IL6ST	0.000410
SST---SSTR3	0.000392
IGF1R---INS	0.000389
COL1A1---CD36	0.000355
ENG---INHBA	0.000350
ITGAV---CALR	0.000350
IL6ST---LIF	0.000336
VEGFA---EPHB2	0.000330
COL5A3---ITGB1	0.000326
VIM---CD44	0.000311
PLAU---PLAUR	0.000304
TNFRSF10D---MIF	0.000302
AGER---TTR	0.000287
ITGB1---ADAM9	0.000286
FGF2---FGFR1	0.000276
MMP9---EPHB2	0.000275
FGF2---CD44	0.000273
ADAM9---ITGB1	0.000270
FGF2---SDC2	0.000267
F3---F10	0.000247
FN1---ITGB1	0.000245
ITGB1---FGB	0.000234
LAMB2---RPSA	0.000220
MMP1---ITGA2	0.000213
CAV1---GNAI2	0.000212
MMP1---CD44	0.000210
PLAU---ST14	0.000200
COL3A1---DDR1	0.000181
CAV1---APP	0.000171
ITGB1---COL27A1	0.000170
LGALS3BP---ITGB1	0.000169
TNFRSF1A---GRN	0.000169
FGF2---NRP1	0.000161
FBLN1---ITGB1	0.000160
ITGB1---LAMB1	0.000160
ITGB1---TIMP2	0.000157
NGFR---TTR	0.000154
LRP1---PSAP	0.000145
TTR---AGER	0.000143
ITGB1---LAMC1	0.000143
NOTCH3---DLK1	0.000141
PRSS23---TMEM222	0.000138
ITGA2---MMP1	0.000134
ERBB2---HLA-A	0.000129
IL6---IL6R	0.000129
RAMP1---IAPP	0.000127
CALR---ITGAV	0.000125
INHBA---ACVR1C	0.000123
TNC---ITGB1	0.000122
CD44---MMP1	0.000116
LAMC1---ITGB1	0.000112
NOTCH2---DLK1	0.000112
COL1A1---TMPRSS6	0.000112
FGF2---ITGAV	0.000111
IGFBP4---LRP6	0.000111
ITGB1---ADAM17	0.000108
VCAN---CD44	0.000105
TNFRSF14---MIF	0.000102
COL6A3---ITGA2	0.000099
COL1A2---CD44	0.000096
TIMP2---ITGB1	0.000096
ACVR1---INHBA	0.000090
COL5A2---ITGB1	0.000088
THBS1---ITGB1	0.000088
COL15A1---ITGB1	0.000087
LRP1---PLAU	0.000084
PLAUR---PLAU	0.000084
THBD---HMGB1	0.000083
PDGFRB---PDGFB	0.000082
PILRA---CD99	0.000082
ITGB3---SPP1	0.000080
EDNRA---GNAI2	0.000077
SDC4---TGM2	0.000076
MMP2---SDC2	0.000074
GPC1---APP	0.000071
HSPG2---ITGB1	0.000068
ITGA3---CALR	0.000067
CALR---ITGA3	0.000067
ITGB1---NPNT	0.000065
ITGB1---COL6A1	0.000061
APOE---LDLR	0.000055
PTGDR---GNAS	0.000055
COL5A1---ITGB1	0.000054
ITGB1---ADAM15	0.000053
GSTP1---TRAF2	0.000053
IGF2R---IGF2	0.000050
COL27A1---ITGB1	0.000048
COL5A3---ITGA2	0.000047
VEGFA---GPC1	0.000047
ITGB3---TGM2	0.000044
INHBA---ACVR2A	0.000042
INSR---IGF2	0.000042
PLAU---IGF2R	0.000041
ITGAV---EDIL3	0.000040
EGFR---SPINK1	0.000040
LRP1---CALR	0.000039
ITGA2---CDH1	0.000036
COPA---SORT1	0.000036
THBS2---CD47	0.000035
COL1A2---CD36	0.000034
FAP---NPY	0.000032
COL18A1---ITGA2	0.000032
ITGA2---LAMC1	0.000032
LRP1---MDK	0.000030
ADAM12---ITGB1	0.000030
COL18A1---GPC1	0.000027
GRN---SORT1	0.000027
INHBA---ACVR1B	0.000026
PLG---ITGB1	0.000026
IDE---IAPP	0.000026
APOE---SORL1	0.000025
IL24---IL20RA	0.000024
LRPAP1---SORT1	0.000024
PTMA---VIPR1	0.000024
ACVR1B---INHBA	0.000024
GRN---TNFRSF1A	0.000023
TGM2---SDC4	0.000023
ITGA5---FGB	0.000022
COL5A2---DDR1	0.000021
GPC1---VEGFA	0.000020
ADORA1---GNAS	0.000020
FGF2---SDC4	0.000020
ITGA2---COL6A1	0.000019
CD44---MMP9	0.000019
LRP1---APP	0.000019
PLAUR---ITGAV	0.000019
CNTNAP1---RTN4	0.000018
EGFR---GNAI2	0.000018
ITGA5---TNC	0.000018
DCN---MET	0.000015
ITGAV---PLAUR	0.000015
NOTCH1---DLK1	0.000015
LAMB1---ITGB1	0.000015
F2R---GNAI2	0.000014
EGFR---HSP90AA1	0.000014
LRP1---LRPAP1	0.000014
ITGAV---ADAM9	0.000014
COL1A2---ITGA2	0.000012
ITGB1---COL9A2	0.000012
COL4A1---ITGAV	0.000012
APOE---SCARB1	0.000012
GPC3---CD81	0.000012
SORT1---GRN	0.000012
SSTR3---SST	0.000012
FN1---CD44	0.000011
APOE---VLDLR	0.000011
COL8A1---ITGB1	0.000011
TNFRSF21---APP	0.000011
FBN1---ITGB1	0.000010
TGFB1---SDC2	0.000010
ITGB1---L1CAM	0.000009
FN1---PLAUR	0.000008
ARF1---CHRM3	0.000008
COL7A1---ITGB1	0.000008
INHBA---TGFBR3	0.000008
COL1A1---DDR2	0.000008
IGF1R---IGF2	0.000008
TRAF2---GSTP1	0.000007
ITGA5---ADAM17	0.000007
DCBLD2---SEMA4B	0.000007
COL3A1---ITGA2	0.000007
COL6A2---ITGA1	0.000007
TGFBR3---INHBA	0.000005
SEMA4C---PLXNB2	0.000005
LRPAP1---SORL1	0.000005
HGF---ST14	0.000005
IGF1R---GNAI2	0.000005
HBEGF---CD82	0.000005
NOTCH3---JAG1	0.000005
WNT5A---LRP5	0.000005
APOE---LRP5	0.000004
CXCL2---DPP4	0.000004
LAMC1---ITGA2	0.000004
LDLR---LRPAP1	0.000004
HAS2---CD44	0.000004
CLCF1---IL6ST	0.000004
COL4A1---ITGA2	0.000003
ABCA1---LIN7C	0.000003
ITGB1---CD14	0.000003
ITGA3---LAMC2	0.000003
NOTCH1---JAG1	0.000003
ITGA1---COL27A1	0.000003
TNFSF12---TNFRSF12A	0.000003
FN1---SDC2	0.000003
INSR---ARF1	0.000003
THBS1---LRP5	0.000003
NOTCH3---PSEN1	0.000002
NOTCH2---JAG1	0.000002
ADM---RAMP2	0.000002
LTB---TNFRSF1A	0.000002
NRP1---VEGFB	0.000002
MIF---TNFRSF14	0.000002
APP---NCSTN	0.000002
NOTCH1---PSEN1	0.000002
STRA6---RBP4	0.000002
TNFRSF1B---GRN	0.000002
TNFRSF12A---TNFSF12	0.000002
NOTCH2---PSEN1	0.000002
RTN4---TNFRSF19	0.000002
SDC1---HMGB1	0.000002
APP---CD74	0.000001
IDE---IGF2	0.000001
PLD2---ARF1	0.000001
THBS1---CD47	0.000001
VIPR2---ADCYAP1	0.000001
FN1---ITGA3	0.000001
ADRA2A---GNAI2	0.000001
NPY1R---NPY	0.000001
LRP1---SERPINE2	0.000001
SPINT1---ST14	0.000001
NOTCH1---ADAM17	0.000001
ACVR1---BMP5	0.000001
ADCYAP1R1---ADCYAP1	0.000001
ITGAV---F2	0.000001
LTB---LTBR	0.000000
PVRL2---MLLT4	0.000000
SORT1---COPA	0.000000
LRP1---MMP9	0.000000
A2M---LRP1	0.000000
AANAT---MTNR1A	0.000000
AANAT---MTNR1B	0.000000

stellate---endothelial	q-value: 0

Ligand---Receptor	contribution
TIMP1---CD63	0.242672
INHBA---ENG	0.136253
CD63---TIMP1	0.101183
COL1A1---ITGA5	0.018581
COL1A1---CD93	0.015994
COL6A2---ITGB1	0.012730
COL1A1---ITGB1	0.012635
ITGB1---THBS1	0.009178
COL1A1---ITGA2	0.009158
VEGFA---FLT1	0.008840
TIMP3---KDR	0.008801
COL6A2---ITGA2	0.008100
VEGFA---KDR	0.007521
COL6A1---ITGB1	0.007317
ITGB1---COL6A2	0.005394
MMP1---ITGA2	0.005327
IL11---IL6ST	0.005056
ITGB1---COL15A1	0.004889
ITGB1---HSPG2	0.004868
ITGB1---COL6A1	0.004619
COL6A3---ITGB1	0.004371
COL6A1---ITGA2	0.003905
ENG---INHBA	0.003763
IL6---IL6ST	0.003620
VEGFA---NRP2	0.003431
COL6A3---ITGA2	0.003204
BMP2---ENG	0.002456
LIF---IL6ST	0.002389
ITGB1---COL4A1	0.002169
TGFB3---ENG	0.002153
COL3A1---ITGB1	0.002123
PDGFRB---PDGFB	0.002026
HMGB1---THBD	0.001999
COL3A1---ITGA2	0.001665
CD44---VIM	0.001531
LRP1---SERPINE1	0.001343
VEGFA---NRP1	0.001329
COL1A1---ITGA1	0.001247
COL6A2---ITGA1	0.001214
CANX---HLA-B	0.001149
COL18A1---ITGA5	0.001061
ITGB1---COL18A1	0.000940
MMP9---CD44	0.000933
THBD---HMGB1	0.000900
ITGB1---COL13A1	0.000892
VCAN---ITGB1	0.000861
APLP2---HLA-A	0.000828
INS---INSR	0.000816
ITGB1---COL1A1	0.000757
PTGS2---CAV1	0.000749
ITGB1---COL6A3	0.000720
COL18A1---KDR	0.000705
FGF2---NRP1	0.000677
ITGB1---COL3A1	0.000612
ITGB1---VCAM1	0.000597
ITGA1---COL6A2	0.000580
COL18A1---ITGB1	0.000548
ITGA2---COL6A2	0.000543
ITGB1---SEMA7A	0.000500
ITGB1---LAMC1	0.000478
ADM---CALCRL	0.000471
ITGA1---COL6A1	0.000460
ITGAV---THBS1	0.000456
PLAU---LRP1	0.000426
ITGA2---COL6A1	0.000424
COL3A1---ITGA1	0.000405
ITGB1---FN1	0.000397
CD44---MMP1	0.000393
COL6A1---ITGA1	0.000360
ITGAV---CALR	0.000351
HLA-A---APLP2	0.000350
ITGA2---MMP1	0.000338
FGF2---ITGAV	0.000335
MMP1---CD44	0.000334
CYR61---ITGA5	0.000319
LRP1---THBS1	0.000317
TGFB1---ENG	0.000313
MIF---TNFRSF14	0.000311
INHBA---TGFBR3	0.000310
THBS2---ITGB1	0.000307
COL1A2---CD93	0.000297
FN1---ITGA5	0.000289
ITGA1---COL15A1	0.000265
COL4A1---CD93	0.000259
COL1A1---CD44	0.000250
PDGFRB---PDAP1	0.000240
PLAUR---ITGB1	0.000228
ITGB1---TGM2	0.000224
TNC---ITGA5	0.000217
CAV1---APP	0.000212
FGF2---FGFR1	0.000210
FGF2---SDC3	0.000181
INSR---INS	0.000178
PGF---KDR	0.000175
ITGA2---COL15A1	0.000161
MMP9---LRP1	0.000151
ITGB1---LAMB1	0.000148
PDGFRB---MFGE8	0.000134
COL18A1---ITGA2	0.000128
THBS1---ITGB1	0.000124
ITGB1---VCAN	0.000120
MMP2---ITGAV	0.000116
DPP4---GCG	0.000113
SERPINE1---LRP1	0.000112
COL5A3---ITGA2	0.000112
COL1A2---ITGB1	0.000108
ITGA5---COL18A1	0.000108
HLA-B---CANX	0.000106
CAV1---GNAI2	0.000101
FGF2---CD44	0.000095
COL3A1---DDR1	0.000082
COL1A2---ITGA2	0.000081
ITGB1---CXCL12	0.000080
COL1A1---DDR1	0.000080
GPC1---VEGFA	0.000079
COL6A3---ITGA1	0.000073
MIF---TNFRSF10D	0.000073
PLAU---PLAUR	0.000070
PLAUR---ITGAV	0.000069
ITGA1---COL1A1	0.000069
TGM2---ITGB1	0.000067
ITGA2---HSPG2	0.000067
FGF2---FGFRL1	0.000067
GPC1---APP	0.000062
COL4A1---ITGB1	0.000061
GPC1---COL18A1	0.000060
FBN1---ITGA5	0.000059
PGF---FLT1	0.000058
DDR2---COL3A1	0.000058
PLAUR---FN1	0.000058
CD44---FGF2	0.000057
GLG1---SELE	0.000056
IAPP---RAMP2	0.000055
ITGA2---COL4A1	0.000054
IL6ST---IL11	0.000052
PLAUR---PLAU	0.000051
FBLN1---ITGB1	0.000047
ITGB1---TIMP2	0.000047
CD44---COL1A1	0.000045
CSF2---IL3RA	0.000044
ADM---RAMP2	0.000043
MFGE8---PDGFRB	0.000042
TGFBR3---INHBA	0.000040
COL1A1---CD36	0.000040
ACVR2B---INHBA	0.000039
ACVR1B---INHBA	0.000036
LAMC1---ITGA2	0.000036
ITGA1---COL6A3	0.000035
INHBA---ACVR1	0.000034
ITGA3---THBS1	0.000032
CALR---ITGAV	0.000031
FGF2---SDC2	0.000031
ITGA5---ADAM17	0.000029
TNFRSF1A---GRN	0.000028
PLAU---IGF2R	0.000027
EGFR---GNAI2	0.000027
LRP1---CALR	0.000025
NRP1---VEGFA	0.000021
COL4A1---ITGA2	0.000020
LGALS3BP---ITGB1	0.000020
LAMC1---ITGB1	0.000017
FN1---ITGB1	0.000016
WNT5A---FZD5	0.000014
ITGA1---COL18A1	0.000014
ITGA1---COL4A1	0.000014
CTHRC1---FZD5	0.000012
NRP2---VEGFA	0.000009

stellate---exocrine	q-value: 0

Ligand---Receptor	contribution
TIMP1---CD63	0.456038
COL6A2---ITGB1	0.043797
COL1A1---ITGB1	0.031089
COL6A1---ITGB1	0.027301
COL6A3---ITGB1	0.013878
MMP9---CD44	0.011011
COL3A1---ITGB1	0.010340
ITGB1---LAMC2	0.010246
MMP1---CD44	0.009331
CD63---TIMP1	0.007567
COL6A2---ITGA2	0.007089
PLAU---PLAUR	0.006126
COL1A1---CD44	0.005522
CD44---MMP7	0.005022
COL1A1---ITGA2	0.004974
VCAN---ITGB1	0.004729
PLAU---ST14	0.004664
ITGB1---CDH1	0.004621
COL18A1---ITGB1	0.004487
COL1A1---ITGA5	0.003716
MMP1---ITGA2	0.003610
ITGB1---TGM2	0.003523
COL5A3---ITGB1	0.003420
COL6A1---ITGA2	0.003361
PLAUR---ITGB1	0.003107
COL1A2---ITGB1	0.002989
ITGB1---PLAUR	0.002952
FGF2---CD44	0.002900
COL4A1---ITGB1	0.002649
TGM2---ITGB1	0.002552
MMP9---EPHB2	0.002363
FGF2---SDC4	0.002231
CANX---HLA-B	0.002123
ITGB1---SEMA7A	0.002022
VIM---CD44	0.001977
THBS2---ITGB1	0.001784
COL1A1---DDR1	0.001558
HLA-A---APLP2	0.001481
IL11---IL6ST	0.001458
COL6A3---ITGA2	0.001337
TTR---DDR1	0.001298
VEGFA---EPHB2	0.001295
TNC---ITGB1	0.001136
ITGB1---SPP1	0.001106
FBLN1---ITGB1	0.001070
COL3A1---ITGA2	0.001035
ITGB1---TNC	0.001008
APLP2---HLA-A	0.000933
LAMC1---ITGB1	0.000930
FN1---ITGB1	0.000921
HLA-B---CANX	0.000795
ITGB1---VCAM1	0.000737
ITGB1---LGALS3BP	0.000731
INHBA---BAMBI	0.000724
COL15A1---ITGB1	0.000719
LRP1---SERPINA1	0.000702
INHBA---ACVR1	0.000640
TGM2---SDC4	0.000629
FGF2---FGFR1	0.000605
SST---SSTR2	0.000548
PLAUR---PLAU	0.000531
PLAU---IGF2R	0.000525
COL3A1---DDR1	0.000512
INHBA---ACVR1B	0.000511
LIF---IL6ST	0.000484
FGF2---SDC1	0.000447
ITGB1---HSPG2	0.000438
ITGA5---CYR61	0.000436
PTGS2---CAV1	0.000416
IL6---IL6ST	0.000416
IL6ST---LIF	0.000390
LGALS3BP---ITGB1	0.000371
THBS1---ITGB1	0.000366
CD151---MMP7	0.000363
ITGA5---CTGF	0.000346
COL5A2---ITGB1	0.000321
ITGB1---ADAM9	0.000311
ADAM9---ITGB1	0.000304
HSPG2---ITGB1	0.000302
VEGFA---GPC1	0.000291
CALR---ITGA3	0.000287
ITGAV---CYR61	0.000263
COL27A1---ITGB1	0.000260
ITGA5---SPP1	0.000259
VCAN---CD44	0.000250
COL5A1---ITGB1	0.000229
ITGA2---CDH1	0.000227
COL22A1---ITGB1	0.000218
LAMB1---ITGB1	0.000215
COL7A1---ITGB1	0.000209
ITGB1---COL18A1	0.000198
VEGFA---NRP1	0.000187
CD44---SPP1	0.000179
ITGA5---TNC	0.000179
EGFR---SPINK1	0.000177
THBD---HMGB1	0.000175
SEMA7A---ITGB1	0.000168
ITGB1---TIMP2	0.000159
COL16A1---ITGB1	0.000158
COL18A1---ITGA5	0.000150
PDGFRB---PDAP1	0.000149
COL18A1---ITGA2	0.000148
COL1A2---CD44	0.000143
DPP4---GCG	0.000135
CYR61---ITGA5	0.000121
ITGA3---LAMC2	0.000121
TIMP2---ITGB1	0.000119
CD44---VIM	0.000118
ADAM12---ITGB1	0.000109
TNC---ITGA5	0.000107
COL5A3---ITGA2	0.000105
COL4A1---ITGA2	0.000101
FGF2---ITGAV	0.000101
ITGA1---SEMA7A	0.000099
DDR1---TTR	0.000099
TNFRSF10D---MIF	0.000098
CD44---HBEGF	0.000098
TNFRSF1A---LTB	0.000089
INHBA---ACVR2A	0.000087
FN1---CD44	0.000086
LAMB2---RPSA	0.000085
HMGB1---SDC1	0.000083
ITGAV---PLAUR	0.000078
LRP1---PLAU	0.000077
INHBA---ACVR2B	0.000073
GPC1---VEGFA	0.000071
INS---IDE	0.000070
FN1---PLAUR	0.000065
COL1A2---ITGA2	0.000062
ITGB1---THBS1	0.000059
IGF2R---PLAU	0.000056
EDNRA---EDN1	0.000055
IL24---NOTCH2	0.000054
CAV1---APP	0.000053
B2M---ALB	0.000053
SDC4---TGM2	0.000050
COL15A1---ITGA2	0.000049
CD44---FGF2	0.000046
FGF2---NRP1	0.000043
ITGB1---COL1A1	0.000042
EDNRB---EDN1	0.000042
PDGFRB---PDGFB	0.000042
ITGAV---CALR	0.000041
INHBA---TGFBR3	0.000040
IL6---IL6R	0.000039
ADAM12---SDC4	0.000039
TNFRSF14---MIF	0.000035
CD40---LTB	0.000034
ERBB2---HLA-A	0.000031
GCG---IDE	0.000031
ITGA2---COL18A1	0.000028
FGF2---FGFRL1	0.000027
DCBLD2---SEMA4B	0.000027
LRP1---PLAT	0.000027
IGFBP4---LRP6	0.000026
EDNRA---EDN2	0.000024
ADAM15---ITGB1	0.000024
WNT5A---ROR1	0.000023
CSPG4---ITGB1	0.000023
THBS1---ITGA3	0.000022
FGFR1---FGF2	0.000022
COL5A2---ITGA2	0.000022
DCN---MET	0.000021
LAMC1---ITGA2	0.000021
ITGB1---ADAM17	0.000021
ITGB1---NPNT	0.000021
SEMA4C---PLXNB2	0.000021
HSP90AA1---CFTR	0.000021
INHBA---ACVR1C	0.000020
ITGB1---LAMA3	0.000020
DDR2---COL1A1	0.000020
LRP1---CTGF	0.000019
LTBR---LTB	0.000019
MIF---TNFRSF10D	0.000018
NAMPT---INSR	0.000018
GPC1---APP	0.000017
HBEGF---CD44	0.000017
CD44---COL1A1	0.000016
CD82---HBEGF	0.000016
ITGB1---COL6A2	0.000015
HSPG2---ITGA2	0.000015
SDC2---CSF2	0.000015
LAMC2---ITGB1	0.000014
FBN1---ITGB1	0.000014
PLG---ITGB1	0.000014
ITGB1---COL6A3	0.000013
GPC1---COL18A1	0.000012
LRP1---PSAP	0.000012
IL1R1---IL1A	0.000011
FN1---ITGA5	0.000011
MDK---SDC4	0.000011
ENG---INHBA	0.000011
LRP6---CTGF	0.000010
COL1A1---CD36	0.000009
THBS2---ITGA6	0.000008
LIF---LIFR	0.000008
IL11---IL11RA	0.000008
ITGB1---LAMC1	0.000008
CAV1---GNAI2	0.000007
GSTP1---TRAF2	0.000007
CD14---ITGB1	0.000006
CALR---ITGAV	0.000005
ACKR4---CCL2	0.000004
TNFRSF1A---GRN	0.000004
ITGB1---CXCL12	0.000003
ITGAV---SPP1	0.000003
LAMC1---ITGA6	0.000003

stellate---immune_cell	q-value: 0

Ligand---Receptor	contribution
TIMP1---CD63	0.617804
CD63---TIMP1	0.082617
ITGB1---CD14	0.025010
INHBA---ENG	0.020675
HLA-A---APLP2	0.012177
PLAU---PLAUR	0.008735
ITGB1---THBS1	0.008598
ITGB1---SPP1	0.008594
IL1R1---IL1B	0.007063
ITGB1---PLAUR	0.006410
LRP1---PSAP	0.005592
MMP9---LRP1	0.005280
CSF3---CSF1R	0.004258
PLAU---LRP1	0.004175
MMP9---CD44	0.004091
LRP1---APOE	0.003565
COL6A2---ITGB1	0.003101
SERPINE1---LRP1	0.003019
ITGB1---TGM2	0.002920
LDLR---APOE	0.002454
CANX---HLA-B	0.002380
ITGB1---ADAM9	0.002246
COL1A1---ITGA5	0.002152
MMP1---CD44	0.001969
VEGFA---NRP1	0.001967
INHBA---ACVR2A	0.001769
TNFRSF1A---GRN	0.001736
ITGA5---SPP1	0.001690
PLAT---LRP1	0.001503
CD44---SPP1	0.001428
ITGA2---MMP1	0.001403
COL1A1---CD93	0.001296
HMGB1---THBD	0.001205
ITGB1---TIMP2	0.001166
PLAU---ST14	0.001150
IL1RAP---IL1B	0.001096
FGF2---CD44	0.001037
MMP9---EPHB2	0.000975
PSAP---LRP1	0.000971
TGM2---ITGB1	0.000883
CD44---MMP9	0.000790
ITGAV---SPP1	0.000780
COL1A1---CD44	0.000746
CALR---LRP1	0.000730
APP---CD74	0.000714
VEGFA---EPHB2	0.000571
VEGFA---NRP2	0.000571
ITGAV---THBS1	0.000569
COL1A1---ITGB1	0.000538
CD44---VIM	0.000497
FGF2---NRP1	0.000480
VIM---CD44	0.000475
APLP2---HLA-A	0.000432
COL6A1---ITGB1	0.000427
HLA-B---CANX	0.000399
LRP8---APOE	0.000366
ITGAV---CALR	0.000344
COL18A1---ITGB1	0.000309
LRP1---MMP9	0.000307
GPC1---VEGFA	0.000300
LRP1---THBS1	0.000294
FGF2---ITGAV	0.000291
EGFR---SPINK1	0.000291
IL6---HRH1	0.000280
FBLN1---ITGB1	0.000272
PLAUR---ITGB1	0.000272
IL11---IL6ST	0.000252
IDE---INS	0.000244
CD44---MMP1	0.000237
VLDLR---APOE	0.000234
TNC---ITGB1	0.000233
CALR---ITGAV	0.000224
SEMA4C---PLXNB2	0.000194
INSR---INS	0.000178
FN1---PLAUR	0.000168
ITGAV---PLAUR	0.000168
IL1R1---IL1RN	0.000163
LRP5---APOE	0.000161
MMP1---ITGA2	0.000150
COL6A3---ITGB1	0.000132
APOE---LRP1	0.000117
TNFRSF1B---GRN	0.000055
PLAUR---PLAU	0.000049
C3---LRP1	0.000048
SERPING1---LRP1	0.000046
SCARB1---APOE	0.000045
ITGB1---COL8A2	0.000043

stellate---schwann	q-value: 0.17734

Ligand---Receptor	contribution
CD63---TIMP1	0.411642
TIMP1---CD63	0.112266
LIF---IL6ST	0.066528
IL11---IL6ST	0.024948
LRP1---SERPINE2	0.022869
NCSTN---APP	0.021830
ITGAV---MMP2	0.017672
SDC2---MMP2	0.017672
VIM---CD44	0.014553
LRP1---APP	0.014553

stellate---stellate	q-value: 0

Ligand---Receptor	contribution
CD63---TIMP1	0.297108
TIMP1---CD63	0.284378
ITGB1---COL6A2	0.014727
COL1A1---ITGB1	0.014646
COL6A2---ITGB1	0.013670
ITGB1---COL1A1	0.013370
INHBA---ENG	0.011651
ENG---INHBA	0.009322
ITGB1---COL6A1	0.008322
COL6A1---ITGB1	0.007485
COL6A3---ITGB1	0.005742
ITGB1---COL6A3	0.005434
ITGA5---COL1A1	0.003933
CD44---COL1A1	0.003648
CD44---MMP9	0.003354
ITGB1---COL3A1	0.002880
CD44---MMP1	0.002504
COL1A1---ITGA5	0.002354
COL1A1---CD44	0.001710
ITGA2---COL1A1	0.001704
COL1A1---ITGA1	0.001667
ITGA1---COL6A2	0.001615
ITGB1---VCAN	0.001603
COL3A1---ITGB1	0.001583
MMP9---CD44	0.001568
ITGA2---COL6A2	0.001503
LRP1---MMP9	0.001389
ITGA1---COL1A1	0.001386
COL6A2---ITGA1	0.001285
ITGA2---MMP1	0.001231
PLAUR---PLAU	0.001220
IL6ST---IL11	0.001150
VCAN---ITGB1	0.001030
COL1A1---ITGA2	0.000928
PLAU---PLAUR	0.000886
LRP1---PLAU	0.000879
CAV1---PTGS2	0.000839
CD44---FGF2	0.000835
MMP9---LRP1	0.000762
MMP1---CD44	0.000758
CD44---VIM	0.000685
ITGA1---COL6A1	0.000674
THBS2---ITGB1	0.000669
DDR2---COL1A1	0.000663
ITGA2---COL6A1	0.000647
IGF2R---PLAU	0.000608
IL11---IL6ST	0.000581
ITGB1---COL18A1	0.000580
GPC1---VEGFA	0.000580
ITGB1---PLAUR	0.000566
COL1A1---DDR2	0.000556
COL6A2---ITGA2	0.000543
PTGS2---CAV1	0.000525
COL6A1---ITGA1	0.000522
MMP1---ITGA2	0.000501
TGFBR3---INHBA	0.000478
IL6ST---IL6	0.000464
INHBA---ACVR1	0.000456
COL6A3---ITGA1	0.000410
COL18A1---ITGB1	0.000396
VEGFA---GPC1	0.000392
COL4A1---ITGB1	0.000387
ACVR1B---INHBA	0.000380
CD44---VCAN	0.000374
ITGA2---COL3A1	0.000373
IL6ST---LIF	0.000368
ACVR1---INHBA	0.000347
ITGA1---COL6A3	0.000317
ITGB1---COL1A2	0.000294
ITGA1---COL3A1	0.000285
ITGA2---COL6A3	0.000282
NOTCH2---IL24	0.000281
VEGFA---NRP1	0.000278
THBS1---ITGB1	0.000261
NRP1---VEGFA	0.000258
PLAU---LRP1	0.000253
APLP2---HLA-A	0.000246
INHBA---TGFBR3	0.000246
SDC2---FGF2	0.000245
SERPINE1---LRP1	0.000242
PDGFRB---MFGE8	0.000231
VEGFA---NRP2	0.000227
LRP1---SERPINE1	0.000225
PLAUR---ITGB1	0.000224
ITGB1---COL4A1	0.000222
ITGB1---TGM2	0.000219
DDR2---COL3A1	0.000213
CANX---HLA-B	0.000209
ITGB1---COL5A3	0.000208
HMGB1---THBD	0.000205
INHBA---ACVR2B	0.000197
VIM---CD44	0.000194
ACVR2B---INHBA	0.000176
HLA-B---CANX	0.000170
ITGB1---THBS2	0.000167
DDR1---TTR	0.000166
PLAU---IGF2R	0.000164
FGFR1---FGF2	0.000164
ITGAV---FGF2	0.000152
COL1A2---ITGB1	0.000151
FGF2---CD44	0.000138
THBD---HMGB1	0.000137
COL6A3---ITGA2	0.000137
COL6A1---ITGA2	0.000135
NRP2---VEGFA	0.000132
INS---IGF1R	0.000130
COL5A3---ITGB1	0.000128
ITGB1---LGALS3BP	0.000126
COL1A1---CD93	0.000126
CD44---COL1A2	0.000124
IL6---IL6ST	0.000123
INSR---INS	0.000117
LIF---IL6ST	0.000117
TNC---ITGB1	0.000110
TGM2---ITGB1	0.000109
COL3A1---ITGA1	0.000105
FBLN1---ITGB1	0.000095
COL15A1---ITGB1	0.000094
LAMC1---ITGB1	0.000090
FGF2---SDC2	0.000088
